hong_h2o_time,hong_h2o,,hong_oh_time,hong_oh,,,,,hong_oh_time_2,hong_oh_2,,hong_abs_time,hong_abs
1.39650327148714,2823.26584605395,,0.579155339467447,9.20767100137854,,,0.602341244946326,,0.007075285166698,5.56361391502605,,0.897495176479573,0.068033328456084
1.44232498294864,2844.32955416507,,0.602341244946326,9.19636408666024,,,0.625527150425206,,0.007996963234839,5.78113741722558,,0.938168804369679,0.065474025352335
1.48816744523473,2862.63080875343,,0.625527150425206,9.18828771900432,,,0.648713055904085,,0.009137843642716,6.01427523022656,,0.978473245162065,0.063713392123748
1.53401120444736,2880.75940999661,,0.648713055904085,9.18505717194195,,,0.671898961382964,,0.009182712351916,6.16934148922028,,1.01514919398075,0.061068172765606
1.57986144829267,2898.02474451392,,0.671898961382964,9.16890443663011,,,0.695084866861843,,0.009227581061115,6.32440774821401,,1.05752264464553,0.059137957695926
1.62571428599105,2914.9447723409,,0.695084866861843,9.16405861603655,,,0.718270772340722,,0.009272449770315,6.47947400720773,,1.09987113449416,0.056848306873818
1.67157749910172,2930.48357340648,,0.718270772340722,9.14952115425589,,,0.741456677819601,,0.009317318479514,6.63454026620145,,1.14224042502291,0.054858185845399
1.71744330606547,2945.67706778172,,0.741456677819601,9.14306006013115,,,0.76464258329848,,0.009362187188714,6.78960652519517,,1.18461402976679,0.052930189514931
1.76331819151497,2959.66198874074,,0.76464258329848,9.13013787188168,,,0.78782848877736,,0.009407055897913,6.9446727841889,,1.22699133240936,0.051055442925564
1.80919567081755,2973.30160300942,,0.78782848877736,9.12044623069457,,,0.811014394256238,,0.011383242108722,7.09683155082649,,1.26937479821642,0.049269445904697
1.85507963475281,2986.07795055224,,0.811014394256238,9.11075458950746,,,0.834200299735118,,0.011424184805867,7.23832951215826,,1.31176072928926,0.04751894871123
1.9009648956146,2998.68164474988,,0.834200299735118,9.09460185419561,,,0.857386205213997,,0.011469053515066,7.39339577115198,,1.35415282352658,0.045857201086264
1.94685664110908,3010.42207222165,,0.857386205213997,9.08975603360206,,,0.880572110692876,,0.011513922224266,7.5484620301457,,1.39654676671325,0.044222078331848
1.99275616816278,3021.12657962239,,0.880572110692876,9.07360329829021,,,0.903758016171755,,0.011558790933466,7.70352828913943,,1.43894625674795,0.042666830189082
