hong_h2o_time,hong_h2o,,hong_oh_time,hong_oh,,hong_abs_time,hong_abs
0.003496503496503,1119.43620178042,,0.000661718039384,0.931666581312612,,0.000534842049122,0.117108133148313
0,1171.3649851632,,0.001958831632608,25.816294522828,,0.001867044010057,0.121622475009763
0.006993006993007,1223.29376854599,,0.001958831632608,22.6932950093463,,0.002508834735764,0.126628173808515
0.006993006993007,1321.95845697329,,0.001958831632608,19.5702954958646,,0.003257590582421,0.131736238635871
0.010489510489511,1420.62314540059,,0.001958831632608,16.4472959823829,,0.003870209002413,0.137223057769062
0.010489510489511,1617.95252225519,,0.001958831632608,13.3242964689013,,0.004482827422406,0.142812242930858
0.017482517482518,1950.29673590504,,0.001958831632608,10.2012969554196,,0.005095445842398,0.148340008475492
0.027972027972028,2251.48367952522,,0.001958831632608,7.07829744193791,,0.005708064262391,0.153867774020125
0.027972027972028,2370.91988130564,,0.001958831632608,3.95529792845622,,0.006213717561432,0.159184958020201
0.031468531468532,2454.0059347181,,0.002823574028091,30.2011120215548,,0.006797163675711,0.164739046257904
0.034965034965035,2505.93471810089,,0.003496503496504,115.051020408163,,0.007409782095703,0.169560486205168
0.034965034965035,2568.24925816024,,0.003496503496504,118.112244897959,,0.008022400515695,0.173951988832293
0.038461538461539,2651.3353115727,,0.003496503496504,127.295918367347,,0.008737122005686,0.178696654258104
0.038461538461539,2729.22848664688,,0.003904502022444,113.004762758303,,0.009553946565676,0.183441319683914
0.048951048951049,2827.89317507418,,0.003904502022444,109.881763244821,,0.010472874195665,0.188047790971109
0.048951048951049,2947.3293768546,,0.003904502022444,106.758763731339,,0.011289698755655,0.192598984602857
0.055944055944056,3061.57270029674,,0.003904502022444,103.635764217858,,0.012412832525641,0.196585117756709
0.059440559440559,3160.23738872404,,0.003904502022444,100.512764704376,,0.014148584715619,0.203832632581895
0.066433566433566,3274.48071216617,,0.003904502022444,97.3897651908944,,0.013638069365626,0.200116745743558
0.073426573426574,3383.53115727003,,0.003904502022444,94.2667656774128,,0.016136191144928,0.204546328533324
0.083916083916084,3523.73887240356,,0.003904502022444,91.1437661639311,,0.018515454478642,0.204755344215115
0.097902097902098,3617.21068249258,,0.003904502022444,88.0207666504494,,0.020632129660539,0.203608450979252
0.118881118881119,3752.22551928783,,0.003904502022444,84.8977671369677,,0.022657173882181,0.201868228492978
0.132867132867133,3876.85459940653,,0.003904502022444,81.774767623486,,0.024733269638822,0.199886056586239
0.146853146853147,3970.32640949555,,0.003904502022444,78.6517681100044,,0.025686231625476,0.196284161632612
0.174825174825175,4058.60534124629,,0.003904502022444,75.5287685965227,,0.027533368982726,0.193265666629149
0.192307692307692,4084.56973293769,,0.003904502022444,72.405769083041,,0.027370932280455,0.195936373050429
0.230769230769231,4110.53412462908,,0.003904502022444,69.2827695695593,,0.029415996711901,0.190152832219828
0.244755244755245,4131.3056379822,,0.003904502022444,66.1597700560777,,0.030961556908744,0.185621716093186
0.265734265734266,4141.69139465875,,0.003904502022444,63.036770542596,,0.031587789071403,0.187660847382984
0.297202797202797,4146.88427299703,,0.003904502022444,59.9137710291143,,0.03317379009205,0.182592412832417
0.321678321678322,4152.07715133531,,0.003904502022444,56.7907715156326,,0.032527137315392,0.185744555327511
0.36013986013986,4157.27002967359,,0.003904502022444,53.6677720021509,,0.034977610995361,0.180520963125016
0.412587412587413,4162.46290801187,,0.003904502022444,50.5447724886693,,0.035590229415354,0.177161163829039
0.461538461538462,4162.46290801187,,0.003904502022444,47.4217729751876,,0.037700359528661,0.172170819934578
0.520979020979021,4162.46290801187,,0.003904502022444,44.2987734617059,,0.039776455285302,0.169270892710246
