hong_h2o_time,hong_h2o,,hong_oh_time,hong_oh,,hong_abs_time,hong_abs
0.590909090909091,4162.46290801187,,0.003904502022444,41.1757739482242,,0.041818516685276,0.165026753293156
0.667832167832168,4162.46290801187,,0.003904502022444,38.0527744347425,,0.04341813144859,0.160562512290848
0.72027972027972,4162.46290801187,,0.003904502022444,34.9297749212609,,0.045290021065233,0.157460821624137
0.776223776223776,4162.46290801187,,0.006993006993007,122.19387755102,,0.046642886742716,0.153704079772598
0.821678321678321,4167.65578635015,,0.006993006993007,125,,0.048429690467694,0.150689308831961
0.888111888111888,4167.65578635015,,0.006993006993007,132.397959183673,,0.049910184982676,0.146343870917707
1.0034965034965,4167.65578635015,,0.010489510489511,136.479591836735,,0.05154748064087,0.143110566785648
1.13636363636364,4167.65578635015,,0.011687183581788,165.471154584795,,0.053242715739579,0.140014238149007
1.29020979020979,4167.65578635015,,0.011687183581788,161.127346170589,,0.055296121925109,0.13579812265089
1.56643356643357,4172.84866468843,,0.011687183581788,158.004346657107,,0.057304148968418,0.131935852391649
1.73076923076923,4167.65578635015,,0.013632853971624,154.921905578865,,0.059482347795057,0.127644389292478
1.8986013986014,4167.65578635015,,0.013632853971624,151.798906065384,,0.061320203055034,0.123777426149068
2.18531468531469,4167.65578635015,,0.013632853971624,145.55290703842,,0.063226127028344,0.121025681063
,,,0.013986013986014,140.051020408163,,0.065493666041233,0.117269030609701
,,,0.01557852436146,148.493393593322,,0.067336430102652,0.11298120733358
,,,0.017280985952567,141.659614118154,,0.069794757864929,0.109985870470983
,,,0.034965034965035,134.948979591837,,0.071780095337127,0.105760858877524
,,,0.045454545454546,131.122448979592,,0.073827829129879,0.102147996135118
,,,0.052447552447552,127.040816326531,,0.075984756483603,0.099314211988983
,,,0.062937062937063,124.489795918367,,0.07782005916683,0.095766658772826
,,,0.06993006993007,120.918367346939,,0.079877436027304,0.092981739781632
,,,0.079785647226049,119.591452641282,,0.081859937303113,0.089700652649792
,,,0.091459669565065,116.151421359008,,0.083737499312534,0.087056879351037
,,,0.103133691904081,112.791830973293,,0.085688802428066,0.084973681923211
,,,0.114807714243097,109.384922413131,,0.087832966898039,0.081684368949787
,,,0.126481736582113,106.389681970655,,0.090038034953626,0.07998708631867
,,,0.138155758921129,103.096337029166,,0.092032806510654,0.076399210892946
,,,0.152748286844899,99.1996853634804,,0.094197391594627,0.073226887666498
,,,0.169286485158505,94.692629247433,,0.096498114105265,0.071585960227971
,,,0.180960507497521,91.0491298150377,,0.098821202050284,0.06874018463277
,,,0.198471541006045,87.0270849870689,,0.100550471505659,0.066494956405382
,,,0.219873915294241,81.632813100146,,0.102678753275855,0.0644577749447
,,,0.251004641531617,74.5350869331421,,0.104867162409494,0.061845832606269
,,,0.265734265734266,70.6632653061224,,0.107018619955896,0.059955424532315
,,,0.286713286713287,66.5816326530612,,0.109002336744443,0.058444721305891
,,,0.297202797202797,64.2857142857143,,0.110993346609418,0.055880452289352
,,,0.321678321678322,60.969387755102,,0.113188562614391,0.05522507705622
,,,0.346153846153846,57.1428571428571,,0.11546886451103,0.051948061300517
,,,0.377622377622377,53.0612244897959,,0.117901011998948,0.050929440572805
,,,0.416083916083916,48.4693877551021,,0.119644618271234,0.04867959275028
,,,0.454545454545454,45.6632653061225,,0.121721462035714,0.046987549791535
,,,0.482517482517482,43.8775510204082,,0.123938557269972,0.045340626628476
,,,0.538461538461538,41.5816326530612,,0.126399129055766,0.043503201411085
,,,0.618881118881119,39.030612244898,,0.128591540031343,0.04257718256771
,,,0.674825174825175,38.0102040816327,,0.130845586852839,0.0414903478183
,,,0.776223776223776,36.4795918367347,,0.132996558194145,0.03956139959929
,,,0.856643356643356,35.7142857142857,,0.135156844201487,0.039247454254722
,,,0.954545454545454,34.6938775510204,,0.137506110452423,0.036781510502501
,,,1.07692307692308,34.1836734693877,,0.139735360814062,0.035034215454251
,,,,,,0.141981628354034,0.033670699953241
,,,,,,0.146348498117057,0.031340362366686
,,,,,,0.148516224833953,0.029969888839117
,,,,,,0.150788018141425,0.029496887991946
,,,,,,0.153093845805563,0.027804009793902
,,,,,,0.155167510536728,0.026943257730523
,,,,,,0.157501294993842,0.025590111775268
,,,,,,0.159706721305814,0.024858939150955
,,,,,,0.162027864430452,0.024484961926454
,,,,,,0.164240097613758,0.022842979807632
,,,,,,0.16647360226998,0.022320389599104
,,,,,,0.168732632693702,0.021282921531702
,,,,,,0.170897217777675,0.02119280220252
,,,,,,0.173225167773647,0.019756364865134
,,,,,,0.175408602655158,0.01921612993879
,,,,,,0.177704939969841,0.018483966762085
,,,,,,0.179963970393563,0.017638039493206
,,,,,,0.182227255111868,0.016941950498697
,,,,,,0.184388436760175,0.016460830164257
,,,,,,0.18666193178548,0.015421814973923
,,,,,,0.189030723009451,0.014807618802297
,,,,,,0.191195308093424,0.014465344026654
,,,,,,0.193397817174825,0.014056105915157
,,,,,,0.195687843173368,0.013074468878
,,,,,,0.197852428257341,0.012559660814146
