Time,OH_ppm
1.10E-07,19.5498392282958
4.30E-07,18.9710610932476
7.48E-07,18.2315112540193
1.92701310375826E-06,17.459807073955
2.45963420115479E-06,16.5273311897106
3.20921066279432E-06,15.9485530546624
4.17280365107354E-06,15.1768488745981
4.81519897659302E-06,14.6623794212219
5.67074646475124E-06,13.7942122186495
6.85043045327248E-06,13.2154340836013
7.92120457767175E-06,12.379421221865
9.09864121979048E-06,11.3826366559486
1.01709711993915E-05,10.8360128617363
1.13503094423123E-05,10.1929260450161
1.27443557030737E-05,9.48553054662379
1.36016319192338E-05,8.93890675241158
1.51030321889154E-05,8.19935691318328
1.57454275144349E-05,7.68488745980707
1.64958683400754E-05,7.26688102893891
1.77835978287176E-05,6.78456591639871
1.89636275628393E-05,6.27009646302251
2.11108806140442E-05,5.65916398713826
2.23984372298862E-05,5.14469453376206
2.41166199910106E-05,4.72668810289389
2.64797911696574E-05,4.27652733118971
2.81978010579815E-05,3.82636655948553
3.08832071361892E-05,3.31189710610932
3.27092625246344E-05,2.95819935691318
3.57172492480033E-05,2.44372990353698
3.88334543442935E-05,2.05787781350482
4.21645403312243E-05,1.63987138263665
4.58188984545172E-05,1.35048231511254
4.83986792518065E-05,1.18971061093248
5.13013864398576E-05,1.09324758842444
5.46336825363897E-05,0.900321543408356
5.92563012135671E-05,0.707395498392284
6.20516543926979E-05,0.643086816720256
6.527676935311E-05,0.514469453376208
6.78568958959997E-05,0.418006430868168
7.1619645265014E-05,0.289389067524116
7.4952632852747E-05,0.225080385852092
7.88237734674826E-05,0.257234726688104
8.29094492272586E-05,0.192926045016076
8.63503094423124E-05,0.192926045016076
9.02209314386475E-05,0.128617363344052
9.31241572450991E-05,0.128617363344052
9.69947792414341E-05,0.064308681672028
9.95755972755247E-05,0.096463022508036
