Time,OH_ppm
6.84491978609626E-06,16.798825256975
8.44919786096257E-06,16.5638766519824
9.62566844919786E-06,16.064610866373
1.12299465240642E-05,15.2716593245228
1.28342245989305E-05,14.5374449339207
1.40106951871658E-05,13.6563876651982
1.57219251336898E-05,12.7753303964758
1.72192513368984E-05,11.9823788546256
1.8716577540107E-05,11.2481644640235
2.03208556149733E-05,10.3964757709251
2.21390374331551E-05,9.83847283406755
2.36363636363636E-05,9.25110132158591
2.48128342245989E-05,8.75183553597651
2.68449197860962E-05,8.07635829662262
2.84491978609626E-05,7.51835535976506
3.05882352941176E-05,6.87224669603524
3.20855614973262E-05,6.51982378854626
3.40106951871658E-05,5.9618208516887
3.61497326203209E-05,5.40381791483113
3.85026737967914E-05,4.90455212922173
4.07486631016043E-05,4.4640234948605
4.41711229946524E-05,3.87665198237886
4.75935828877005E-05,3.40675477239354
5.04812834224599E-05,3.05433186490455
5.31550802139037E-05,2.76064610866373
5.59358288770054E-05,2.43759177679883
6.01069518716578E-05,2.05580029368576
6.31016042780749E-05,1.85022026431719
6.6524064171123E-05,1.61527165932452
6.95187165775401E-05,1.43906020558003
7.24064171122994E-05,1.23348017621146
7.61497326203208E-05,1.05726872246697
7.9144385026738E-05,1.05726872246697
8.31016042780749E-05,0.881057268722472
8.6096256684492E-05,0.734214390602059
8.96256684491978E-05,0.616740088105733
9.29411764705882E-05,0.528634361233486
9.60427807486631E-05,0.499265785609403
9.89304812834225E-05,0.469897209985319
