Time,OH_ppm
1.15034630120837E-06,25.6465517241379
2.53002505157678E-06,24.3534482758621
3.37735779546125E-06,23.3189655172414
4.97163277335691E-06,22.1551724137931
5.71059288731702E-06,20.9051724137931
6.66660526574321E-06,20.1293103448276
8.47363444346203E-06,18.8362068965517
9.53617742410846E-06,18.0172413793103
1.02797426073288E-05,17.4137931034483
1.16621843992534E-05,16.5086206896552
1.28309509775027E-05,15.6034482758621
1.43205373808822E-05,14.7413793103448
1.57042071912762E-05,14.0086206896552
1.75124643874644E-05,12.8879310344828
1.93222566067394E-05,11.9827586206897
2.04937862265448E-05,11.4655172413793
2.20917452598487E-05,10.8189655172414
2.34760290794774E-05,10.1724137931034
2.50752161312506E-05,9.69827586206896
2.66734821691718E-05,9.0948275862069
2.90183834364869E-05,8.31896551724138
3.12564470969643E-05,7.54310344827586
3.28556341487376E-05,7.06896551724138
3.55225832596522E-05,6.50862068965517
3.80833087729639E-05,6.03448275862069
3.97890264269575E-05,5.51724137931035
4.23491379310345E-05,4.95689655172414
4.43769034286276E-05,4.65517241379311
4.68317123489537E-05,4.3103448275862
4.93933588761175E-05,3.96551724137931
5.1847553787209E-05,3.53448275862069
5.46228755280479E-05,3.18965517241379
5.76131005010315E-05,3.01724137931035
5.99626068376068E-05,2.88793103448276
6.29512967875037E-05,2.5
6.56200879261224E-05,2.19827586206897
6.88230670989291E-05,1.89655172413793
7.19207436879851E-05,1.8103448275862
7.48038240495137E-05,1.59482758620689
7.74732291973671E-05,1.37931034482758
8.03569235681305E-05,1.25
8.29207191276157E-05,1.20689655172414
8.55913522939385E-05,1.16379310344827
8.85809632576874E-05,0.905172413793103
9.15718022399057E-05,0.818965517241381
9.32812039493074E-05,0.818965517241381
9.60589817270852E-05,0.818965517241381
9.819542685922E-05,0.775862068965516
