Time,OH_ppm
2.52801745640757E-06,18.6967039887218
3.20984358944789E-06,18.3768858090239
3.8924471753195E-06,17.8970678366468
4.5744028838317E-06,17.5505830248357
5.15930656390468E-06,17.1774056658171
6.23167316919577E-06,16.4843582969118
6.9147950569549E-06,15.8978737960819
7.49995788797164E-06,15.4713631728368
8.28026137964188E-06,14.8849045871013
9.1572281733357E-06,14.4051384449129
1.03265172315941E-05,13.7654502553285
1.13988838368852E-05,13.0724028864232
1.25692094989187E-05,12.2193816399331
1.35432283210517E-05,11.7663080449523
1.49067510116605E-05,11.1533383176698
1.61733512493019E-05,10.4870094110665
1.73421220056728E-05,9.95398774993489
1.8802437573777E-05,9.42104383408639
2.02627531418813E-05,8.88809991823788
2.12370311149581E-05,8.3816930590307
2.23081019655303E-05,7.95531201125752
2.41570143738071E-05,7.44913838789972
2.58118227252054E-05,6.88957967012676
2.72714904159502E-05,6.4899689148443
2.89259100409329E-05,6.01041009341096
3.12602121668777E-05,5.61103257397788
3.34009285378315E-05,5.0516034316768
3.49572595305999E-05,4.75868511994154
3.68059127879329E-05,4.30584476081016
3.87514884982332E-05,3.90636358099957
4.17659322760839E-05,3.53383409934033
4.37112488354405E-05,3.18768618375616
4.58505398762036E-05,2.92158999470036
4.76980269542897E-05,2.70874932458786
5.00315516274031E-05,2.46937159783402
5.21705835172225E-05,2.25660867300464
5.43096154070419E-05,2.04384574817525
5.64482585704457E-05,1.9110827196855
5.85869017338494E-05,1.77831969119574
6.06287520197577E-05,1.56553085127198
6.29617583909836E-05,1.43281965297097
6.54892575455037E-05,1.27349365274551
6.83079127853414E-05,1.1942452941428
7.03492447693621E-05,1.08812298267187
7.268238071606E-05,0.928745152257658
7.53066727480755E-05,0.849444963466198
7.82225095918243E-05,0.770222519957859
8.12356576149561E-05,0.664359359430698
8.45399617234056E-05,0.638573840526284
8.76499026240329E-05,0.612736491433115
9.07598435246602E-05,0.586899142339949
9.30925907449423E-05,0.507521208265359
9.52309747574024E-05,0.428091444002014
9.92155500932296E-05,0.402487330758234
