Time,H_ppm
5.968240896574808e-12,0.4004805765479881
5.968837720664466e-08,0.40047913613276986
6.565124668641255e-07,0.40046473232599294
2.9468925693916877e-06,0.4004094609859947
8.15920460408052e-06,0.400283705928149
1.8129223314088096e-05,0.40004327336959616
3.6109676308453064e-05,0.3996100290534436
6.846488881719476e-05,0.39883160108676025
0.00013557060656262497,0.39722194320559195
0.00020267632430805518,0.3956187802705673
0.0002697820420534854,0.39402208823781726
0.00037438987540001987,0.39154593624031453
0.00047899770874655433,0.389085360839874
0.0005836055420930888,0.38664025724112827
0.0006882133754396232,0.3842105242816202
0.0008730685887766534,0.379954175458812
0.0010579238021136835,0.37574501398388227
0.0012427790154507137,0.3715825232702373
0.0014276342287877438,0.3674661926997299
0.0017283726457795923,0.360866724715832
0.0020291110627714405,0.35438594883614105
0.0023298494797632887,0.34802175265895896
0.002630587896755137,0.3417720625931154
0.0031343147186217914,0.3315549872556148
0.0036380415404884464,0.32164410960030854
0.004141768362355101,0.31203034980144134
0.004645495184221756,0.3027048897790178
0.005149222006088411,0.29365916693092503
0.005918550330940573,0.2803649549348906
0.006687878655792736,0.26767538379863653
0.007457206980644898,0.25556319020864593
0.00822653530549706,0.24400231860713587
0.008995863630349222,0.23296786762966612
0.009765191955201384,0.22243604219989274
0.010534520280053547,0.21238410733001012
0.011303848604905709,0.2027903425589907
0.012853462728464302,0.18477364630589918
0.013832951059877951,0.1742291909519829
0.0148124393912916,0.16429356500403763
0.015791927722705247,0.1549317692199421
0.016771416054118894,0.146110797801669
0.01775090438553254,0.13779955059629753
0.01873039271694619,0.12996871059094092
0.019709881048359836,0.12259062486794868
0.021339020796951512,0.11125191277657126
