time,Absorbance_215
1.3474637497034401e-13,0.10812882206072624
1.3475984960784105e-09,0.10812877791957913
1.4822235993112813e-08,0.1081283365105705
6.670824504588795e-08,0.10812663683753956
1.8491051950351618e-07,0.10812276499041663
4.110004899804013e-07,0.1081153599496175
8.177080740276805e-07,0.10810204181912997
1.5378992170324038e-06,0.10807846653340376
2.855688299910092e-06,0.10803535628274086
6.958533123791039e-06,0.1079013606990379
9.142067761112949e-06,0.10783018709173223
1.1325602398434858e-05,0.10775910966691837
1.3509137035756768e-05,0.10768812822482264
1.7804331064208092e-05,0.10754878111525604
2.2099525092659417e-05,0.10740980323139547
2.639471912111074e-05,0.10727119312728259
3.0689913149562066e-05,0.10713294930407066
3.714799647484185e-05,0.10692577753114366
4.360607980012164e-05,0.1067194255463019
5.3994111988447526e-05,0.10638920946352023
6.43821441767734e-05,0.10606108191113443
7.477017636509929e-05,0.10573502312215623
8.515820855342517e-05,0.10541101359839183
0.00010333198640810649,0.10484903252833724
0.0001215057642627878,0.1042931635436467
0.0001396795421174691,0.10374330749356099
0.00015785331997215043,0.10319936734037415
0.00017602709782683175,0.10266124811342041
0.00020525931164679196,0.10180767007051021
0.00023449152546675217,0.10096853599895722
0.00026372373928671236,0.1001434823897036
0.00029295595310667254,0.09933215782437506
0.0003221881669266327,0.09853422245392848
0.0003514203807465929,0.09774934754157362
0.0003806525945665531,0.09697721502724879
0.0004098848083865133,0.09621751710074332
0.00046780122805134723,0.09474792695878895
0.0005072076374038289,0.09377412160084497
0.0005466140467563106,0.09282068990649622
0.0005860204561087923,0.09188699891079545
0.0006254268654612739,0.09097244153898093
0.0006648332748137556,0.09007643558965725
0.0007283509359162889,0.08866984128665391
0.0007918685970188222,0.08730778108729118
0.0008553862581213555,0.08598817319454961
0.0009189039192238888,0.08470906336687666
0.0009824215803264221,0.08346861532732322
0.0010459392414289555,0.08226510220213623
0.0011094569025314888,0.0810968985731411
0.001172974563634022,0.07996247305639019
0.0012364922247365554,0.07886038152093543
0.0013000098858390887,0.07778926096786494
0.001363527546941622,0.07674782395264382
0.0014270452080441553,0.07573485343396757
0.0014905628691466886,0.07474919800979632
0.001554080530249222,0.07378976753804112
0.0016175981913517552,0.07285552911924909
0.0016811158524542885,0.07194550339611418
0.0017446335135568218,0.07105876112999245
0.0018081511746593552,0.07019442003178589
0.0018716688357618885,0.06935164183163832
0.0019351864968644218,0.06852962956850575
0.001998704157966955,0.06772762507937884
0.0020622218190694884,0.06694490666441233
0.0021257394801720217,0.06618078691994506
0.002189257141274555,0.06543461072624998
