time,Absorbance_215,Relative_Uncertainty,W
5.129E-06,0.13914,0.1,0.146
5.129E-06,0.165158,0.1,0.146
7.693E-06,0.168552,0.1,0.146
7.693E-06,0.182127,0.1,0.146
1.0257E-05,0.151584,0.1,0.146
1.2821E-05,0.191176,0.1,0.146
1.5385E-05,0.208145,0.1,0.146
1.7949E-05,0.201357,0.1,0.146
2.3077E-05,0.208145,0.1,0.146
3.3334E-05,0.208145,0.1,0.146
3.5898E-05,0.19457,0.1,0.146
4.1026E-05,0.196833,0.1,0.146
4.359E-05,0.183258,0.1,0.146
5.3847E-05,0.177602,0.1,0.146
5.3847E-05,0.162896,0.1,0.146
6.1539E-05,0.153846,0.1,0.146
6.4103E-05,0.161765,0.1,0.146
6.6667E-05,0.15724,0.1,0.146
6.6667E-05,0.145928,0.1,0.146
7.1795E-05,0.149321,0.1,0.146
7.9488E-05,0.135747,0.1,0.146
7.9488E-05,0.13009,0.1,0.146
8.9744E-05,0.13009,0.1,0.146
9.4872E-05,0.117647,0.1,0.146
0.0001,0.116516,0.1,0.146
0.0001,0.102941,0.1,0.146
0.000107693,0.104072,0.1,0.146
0.000110257,0.0904977,0.1,0.146
0.000120513,0.0904977,0.1,0.146
0.000120513,0.0825792,0.1,0.146
0.000133334,0.0825792,0.1,0.146
0.000133334,0.0735294,0.1,0.146
0.00014359,0.0746606,0.1,0.146
0.000146154,0.0667421,0.1,0.146
0.000158975,0.0678733,0.1,0.146
0.000161539,0.0565611,0.1,0.146
0.000179488,0.0565611,0.1,0.146
0.000182052,0.0452489,0.1,0.146
0.0002,0.0463801,0.1,0.146
0.0002,0.0373303,0.1,0.146
0.000220513,0.0395928,0.1,0.146
0.000220513,0.0316742,0.1,0.146
0.000235898,0.0350679,0.1,0.146
0.000241026,0.0282805,0.1,0.146
0.000256411,0.0350679,0.1,0.146
0.000258975,0.0260181,0.1,0.146
0.000269231,0.0339367,0.1,1E-10
0.000271795,0.0237557,0.1,1E-10
0.00028718,0.0180995,0.1,1E-10
0.000289744,0.0271493,0.1,1E-10
0.000305129,0.0248869,0.1,1E-10
0.000310257,0.0158371,0.1,1E-10
0.000323077,0.020362,0.1,1E-10
0.000333334,0.0158371,0.1,1E-10
0.000351282,0.020362,0.1,1E-10
0.000358975,0.0113122,0.1,1E-10
0.000369231,0.0192308,0.1,1E-10
0.000379488,0.0135747,0.1,1E-10
0.00038718,0.020362,0.1,1E-10
0.000394874,0.0113122,0.1,1E-10
0.000410254,0.0158371,0.1,1E-10
0.000410254,0.00791855,0.1,1E-10
0.000428204,0.0158371,0.1,1E-10
0.000441024,0.00791855,0.1,1E-10
0.000448714,0.0169683,0.1,1E-10
0.000456414,0.00678733,0.1,1E-10
0.000469234,0.0135747,0.1,1E-10
0.000476924,0.00791855,0.1,1E-10
0.000487184,0.0135747,0.1,1E-10
0.000502564,0.00565611,0.1,1E-10
0.000512824,0.0135747,0.1,1E-10
0.000520514,0.00791855,0.1,1E-10
0.000533334,0.0124434,0.1,1E-10
0.000546154,0.00904977,0.1,1E-10
0.000548714,0.0158371,0.1,1E-10
0.000566664,0.0158371,0.1,1E-10
0.000576924,0.00791855,0.1,1E-10
0.000589744,0.0124434,0.1,1E-10
0.000600004,0.00678733,0.1,1E-10
0.000612824,0.0135747,0.1,1E-10
0.000615384,0.00565611,0.1,1E-10
0.000630774,0.0124434,0.1,1E-10
0.000635894,0.00791855,0.1,1E-10
0.000658974,0.0124434,0.1,1E-10
0.000658974,0.00791855,0.1,1E-10
0.000676924,0.0135747,0.1,1E-10
0.000684614,0.010181,0.1,1E-10
