Time,O_ppm
7.529153875174729e-13,0.3889537144791207
7.529906790562247e-09,0.38895342594852866
8.282144554230953e-08,0.38895054065690726
4.6386038358735963e-07,0.3889359389796101
1.41195673268468e-06,0.38889960963858766
3.2819920666300052e-06,0.3888279631852449
6.682780511466503e-06,0.3886977029989609
1.2722589275732297e-05,0.3884664682992889
2.3721812147420704e-05,0.388045715840976
5.3025822364934215e-05,0.3869269778202436
8.232983258244772e-05,0.38581147121160103
0.00011163384279996123,0.3846991872631302
0.00014093785301747474,0.3835901168531092
0.00018582902003315806,0.38189733209413
0.00023072018704884138,0.3802120371679602
0.0002756113540645247,0.3785341962006859
0.000320502521080208,0.37686377457953185
0.00036539368809589134,0.37520073962839234
0.00041028485511157467,0.37354505930054477
0.0004792399113470066,0.37101610302016585
0.0005481949675824385,0.36850430617621666
0.00067013355578509,0.3641041453575392
0.0007920721439877414,0.3597566425317571
0.0009140107321903929,0.35546116640498476
0.0010359493203930443,0.35121709360797937
0.0011932153903573112,0.34581835072629497
0.0013504814603215781,0.34050278345485185
0.001507747530285845,0.33526910922544356
0.001665013600250112,0.3301160658946041
0.0019517008195912428,0.32092575997104156
0.0022383880389323734,0.3119919144174514
0.002525075258273504,0.30330736832441774
0.0028117624776146347,0.29486516030270643
0.0030984496969557653,0.2866585230559454
0.003385136916296896,0.27868087850462164
0.0036718241356380266,0.2709258326941509
0.004154304538994822,0.25835987514860315
0.0045114159497023345,0.24943699270698944
0.004868527360409847,0.24082315467409102
0.0052256387711173595,0.23250764983043734
0.005582750181824872,0.22448013823692226
0.0059398615925323845,0.21673064028597863
0.0065140941944239646,0.20482828245189305
0.007088326796315544,0.19358171596811302
0.007662559398207123,0.18295479361001615
0.008236792000098702,0.17291336099167098
0.008811024601990281,0.1634251466231193
0.00938525720388186,0.15445965934554834
0.00995948980577344,0.1459880905985613
0.010533722407665019,0.13798322095859078
0.011107955009556598,0.13041933180142878
0.011682187611448177,0.12327212243299701
0.012256420213339756,0.11651863208787826
0.012830652815231335,0.11013716607452842
0.013404885417122914,0.10410722579617475
0.013979118019014494,0.09840944264287818
0.014553350620906073,0.0930255156472291
0.015127583222797652,0.08793815263150655
0.01570181582468923,0.08313101457127536
