Time,O_ppm
4.0175767448554613e-13,1.0040160641865776
4.0179785025299465e-09,1.0040153596695571
4.419374595108456e-08,1.0040083145323615
2.004108946327099e-07,1.0039809211052464
5.574030601199681e-07,1.0039183236022506
1.2409120671206095e-06,1.0037984832095572
2.4701222619364314e-06,1.0035830004103934
4.63892648983884e-06,1.0032029179610176
8.518585320097483e-06,1.0025233681101935
1.6679668044524204e-05,1.0010954004366501
2.4840750768950924e-05,0.9996694696880137
3.300183349337765e-05,0.998245573156688
4.116291621780437e-05,0.9968237080049122
5.761552550972463e-05,0.9939634138555218
7.406813480164489e-05,0.9911113411797828
9.052074409356515e-05,0.9882674667297363
0.0001069733533854854,0.9854317662695112
0.00012342596267740568,0.9826042157968586
0.00015638884065816069,0.9769636327248025
0.00022027694948760545,0.966123332831036
0.0002592910425731488,0.9595628973948244
0.0002983051356586922,0.9530470805129097
0.00033731922874423556,0.9465755801450995
0.00037633332182977893,0.9401480956312855
0.00045591749193687634,0.927172004418375
0.0005818483468495232,0.9070046845484638
0.0007077792017621701,0.8872767571356888
0.000833710056674817,0.8679786385278171
0.0009596409115874638,0.8491009549518587
0.0010855717665001106,0.8306345401790212
0.0012115026214127573,0.8125704293565257
0.001337433476325404,0.7948998522894614
0.001545443695215706,0.7665510063975234
0.001753453914106008,0.7392149822175249
0.00196146413299631,0.7128555671850012
0.002169474351886612,0.6874378464655683
0.002377484570776914,0.6629281577846907
0.002901984640801212,0.6049439115432337
0.0034264847108255096,0.5520414401705135
0.003754634901986864,0.5213276050914546
0.0040827850931482185,0.4923265194227261
0.004410935284309573,0.4649426344444477
0.004739085475470927,0.43908573445342447
0.005067235666632281,0.4146706365832273
0.0053953858577936355,0.391616912803669
0.00572353604895499,0.369848626529934
0.006051686240116344,0.3492940808405902
0.006379836431277698,0.3298855799797232
0.0067079866224390525,0.31155920548409605
0.007036136813600407,0.29425460579652385
0.007364287004761761,0.27791479741040503
0.007692437195923115,0.2624859765606029
0.00802058738708447,0.24791734133873505
0.008348737578245825,0.2341609240148307
0.00867688776940718,0.22117143290464755
