Pressure,Density,Temperature,k1,H2,O,He
0.020736842105263,2.37E+18,1067,2.93E+11,5.57E-03,8.43525938422606E-07,0.994426156474062
0.020368421052632,2.39E+18,1105,3.88E+11,5.57E-03,8.37871805613741E-07,0.994426162128194
0.020671052631579,2.52E+18,1173,3.50E+11,5.57E-03,7.93650793650794E-07,0.994426206349206
0.020592105263158,2.44E+18,1120,3.55E+11,5.57E-03,8.21355236139631E-07,0.994426178644764
0.040236842105263,5.29E+18,1417,1.74E+12,1.80E-04,3.7821482602118E-07,0.999819621785174
0.039723684210526,5.14E+18,1362,1.54E+12,1.80E-04,3.88953714507974E-07,0.999819611046286
0.040026315789474,5.00E+18,1289,1.46E+12,1.80E-04,3.99680255795364E-07,0.999819600319744
0.040394736842105,5.17E+18,1332,1.62E+12,1.80E-04,3.86922035209905E-07,0.999819613077965
0.04021052631579,4.85E+18,1222,8.37E+11,3.78E-04,4.12286126571841E-07,0.999622087713873
0.039842105263158,4.71E+18,1171,7.05E+11,3.78E-04,4.24718623911659E-07,0.999622075281376
0.040618421052632,5.19E+18,1328,1.24E+12,3.78E-04,3.85430718828291E-07,0.999622114569281
0.040473684210526,5.03E+18,1275,9.45E+11,3.78E-04,3.97535281256212E-07,0.999622102464719
0.03971052631579,4.98E+18,1283,1.11E+12,3.78E-04,4.01606425702811E-07,0.999622098393574
0.039947368421053,5.24E+18,1409,1.42E+12,6.25E-04,3.81825124093165E-07,0.999374618174876
0.039947368421053,5.18E+18,1378,1.34E+12,6.25E-04,3.86174937246573E-07,0.999374613825063
0.039947368421053,4.83E+18,1226,8.67E+11,6.25E-04,4.13992962119644E-07,0.999374586007038
0.039894736842105,4.88E+18,1252,9.51E+11,6.25E-04,4.09668168783286E-07,0.999374590331831
0.039868421052632,4.83E+18,1243,7.05E+11,6.25E-04,4.13736036408771E-07,0.999374586263964
0.040394736842105,4.23E+18,988,2.29E+11,1.24E-03,4.72589792060492E-07,0.998761527410208
0.040394736842105,4.37E+18,1032,3.14E+11,1.24E-03,4.57770656900893E-07,0.998761542229343
0.039907894736842,4.44E+18,1068,3.37E+11,1.24E-03,4.5004500450045E-07,0.998761549954996
0.039842105263158,4.71E+18,1171,5.51E+11,1.24E-03,4.24268137462877E-07,0.998761575731863
0.03975,4.72E+18,1189,5.75E+11,1.24E-03,4.23639059521288E-07,0.99876157636094
0.040447368421053,4.86E+18,1214,6.56E+11,1.24E-03,4.11184210526316E-07,0.998761588815789
0.039921052631579,5.00E+18,1315,1.05E+12,1.24E-03,4E-07,0.9987616
0.040328947368421,4.90E+18,1247,6.68E+11,1.24E-03,4.07996736026112E-07,0.998761592003264
