Time,O_ppm
9.337763736438931e-13,0.4725888468203627
9.338697512812576e-09,0.47258822246425114
1.027163348772019e-07,0.472581978958147
4.0558782610112924e-07,0.4725617286423973
1.0586133088148867e-06,0.47251806957595455
2.2834578008275652e-06,0.4724361914610006
4.47052414791476e-06,0.47229002619780264
8.326813318297589e-06,0.4720324141278289
1.5305503988856294e-05,0.4715665731343618
3.25374586475261e-05,0.47041827470010006
4.976941330619591e-05,0.4692727728730834
6.700136796486572e-05,0.46813006127499945
8.423332262353553e-05,0.46699013325358973
0.00011278765822788918,0.465107316696955
0.00014134199383224283,0.4632320959753216
0.0001698963294365965,0.4613644402952763
0.00019845066504095015,0.4595043182382309
0.00024245368417904442,0.4566524978345825
0.0002864567033171387,0.45381838359671417
0.00036815936028824125,0.4486027241198903
0.0004498620172593438,0.44344703132464336
0.0005315646742304463,0.4383506147754178
0.0006132673312015488,0.4333127928546482
0.0006949699881726514,0.428332892328599
0.0008306147900312442,0.42019125293023035
0.0009662595918898371,0.41220443221954406
0.0011780052101653658,0.40003926716843413
0.0013897508284408946,0.38823327894987825
0.0016014964467164234,0.37677586548793224
0.0018132420649919522,0.365656737317581
0.002024987683267481,0.35486590543684954
0.0022367333015430096,0.34439367449964764
0.0024484789198185386,0.3342306367910458
0.0026602245380940677,0.3243676637682269
0.0028719701563695967,0.3147958964164292
0.0030837157746451257,0.30550673663440875
0.0032954613929206547,0.2964918399376482
0.0035072070111961838,0.2877431084600471
0.0038827040602478708,0.27285897307319884
0.004258201109299558,0.2587452232662427
0.004633698158351245,0.24536198480188162
0.005009195207402932,0.2326714466988456
0.005384692256454619,0.2206377547051542
0.005760189305506306,0.20922691063922674
0.006135686354557993,0.19840667643901735
0.00651118340360968,0.1881464827622065
0.006886680452661367,0.17841734240556892
0.007262177501713054,0.16919176846330203
0.007637674550764741,0.1604436967899347
0.008013171599816427,0.1521484123771419
0.008388668648868114,0.1442824794666635
0.008764165697919801,0.13682367530104148
0.009139662746971488,0.12975092735050012
0.009515159796023175,0.12304425379848903
0.009890656845074862,0.11668470708793184
0.010266153894126549,0.11065432037666818
0.010641650943178236,0.10493605676929559
