Time,O_ppm
2.6064702046949857e-13,0.9004979738189816
2.606730851715455e-09,0.9004972262209061
2.8671432898665314e-08,0.9004897502815338
1.2248916620195637e-07,0.9004628417790608
3.3163140305834015e-07,0.900402859139989
7.285723445710425e-07,0.9002890261907028
1.4401883368250963e-06,0.9000849881018341
2.6946110520033757e-06,0.8997254262976682
4.940944956641878e-06,0.899081906554789
9.737081795905517e-06,0.8977094702759905
1.4533218635169156e-05,0.8963391290157522
1.9329355474432795e-05,0.8949708797931183
2.4125492313696432e-05,0.8936047194866222
3.359551728724273e-05,0.8909133418505355
4.306554226078903e-05,0.8882300724751062
5.2535567234335326e-05,0.885554887296893
6.200559220788162e-05,0.8828877612847373
7.147561718142792e-05,0.8802286696635689
8.997358407680424e-05,0.8750577012940945
0.00012289388103389748,0.8659301168257063
0.0001448466768712477,0.8598963984225038
0.00016679947270859793,0.8539047275259533
0.00018875226854594816,0.8479548123391695
0.00021070506438329838,0.8420463627041714
0.0002459542935173536,0.8326452843348907
0.0002812035226514088,0.8233491829048825
0.000316452751785464,0.8141568857753183
0.00037878212075845893,0.7981531284628568
0.00044111148973145385,0.7824640071224862
0.0005034408587044488,0.7670833391320022
0.0005657702276774437,0.7520050627770424
0.0006280995966504386,0.737223231956762
0.0007349143311363221,0.7125639920600806
0.0008417290656222056,0.6887297368088663
0.0009485438001080892,0.6656928609243716
0.0010553585345939728,0.643426684206909
0.0011621732690798563,0.6219054237866448
0.00126898800356574,0.6011041610711513
0.0013758027380516235,0.5809988092168434
0.0015576250082380018,0.5483098885305987
0.0017394472784243802,0.517460603433402
0.001873631109370233,0.49581295422856747
0.002007814940316086,0.4750711595018196
0.002230054014017277,0.44260966520469286
0.002452293087718468,0.4123669022398431
0.0026745321614196588,0.3841912278981512
0.0028967712351208497,0.3579413554057171
0.0031190103088220406,0.33348564954283966
0.0033412493825232315,0.31070147512417634
0.0035634884562244225,0.28947458388012165
0.0037857275299256134,0.2696985376279882
0.004007966603626805,0.25127417165103605
0.004230205677327996,0.23410909805554003
0.004452444751029187,0.21811724412472336
0.0046746838247303775,0.20321842101845214
