Time,O_ppm
2.761595507388954e-13,0.82987385885028
2.761871666939693e-09,0.8298731168366119
3.037782674082923e-08,0.8298656967441703
1.275296275179859e-07,0.8298395936964167
3.4251983641073947e-07,0.8297818323518538
7.49501043302668e-07,0.8296724998116631
1.4784520734992256e-06,0.829476708369777
2.7632512467419723e-06,0.8291317322029051
5.066512505836457e-06,0.8285136520066693
1.0048960483241806e-05,0.827178187590204
1.5031408460647154e-05,0.8258448758750082
2.0013856438052502e-05,0.8245137136237088
2.499630441545785e-05,0.8231846974485818
3.4662398690474936e-05,0.8206124737670493
4.432849296549202e-05,0.8180482902916982
5.399458724050911e-05,0.8154921222170404
6.366068151552619e-05,0.8129439437884022
7.332677579054328e-05,0.8104037295277113
9.18240940295897e-05,0.805564813813576
0.0001231273874889179,0.7974415913710984
0.00015443068094824614,0.7894003018051777
0.00018573397440757437,0.7814401143012502
0.0002170372678669026,0.7735602101121632
0.00024834056132623083,0.7657597811830753
0.00027964385478555906,0.7580380273145
0.0003109471482448873,0.7503941552822383
0.0003422504417042155,0.7428273793017055
0.000395222306732037,0.7301962173194269
0.00044819417175985846,0.7177798855114955
0.0005011660367876799,0.7055747296701734
0.0005897382141205136,0.6856289245106252
0.0006783103914533472,0.6662470939231624
0.0007668825687861808,0.6474132918427391
0.0008554547461190144,0.6291120226990022
0.000944026923451848,0.6113282283299286
0.0010325991007846815,0.5940472761381941
0.0011211712781175151,0.5772549474343036
0.0012097434554503488,0.5609374257613158
0.0013539039102195066,0.5353596954612563
0.001457046393314041,0.5177786811193444
0.0015601888764085756,0.5007751947105454
0.00166333135950311,0.48433026117914063
0.0017664738425976446,0.4684255290538774
0.0018696163256921791,0.45304325275736845
0.0019727588087867136,0.43816627098974353
0.002075901291881248,0.42377798531448313
0.002282482262759761,0.39636583837637424
0.0024299006309418908,0.3778956312421682
0.0025773189991240204,0.36028644412909555
0.00272473736730615,0.34349813983265054
0.0028721557354882796,0.32749245338653005
0.003019574103670409,0.3122329013658404
0.003166992471852539,0.29768469955813714
0.0033144108400346684,0.283814685844669
0.003461829208216798,0.2705912451093747
0.0036092475763989276,0.25798423627868367
0.003756665944581057,0.2459649229818245
0.003904084312763187,0.23450590823005826
0.004051502680945316,0.22358107235709282
0.004198921049127446,0.213165513542701
0.004346339417309575,0.20323549087035847
0.004493757785491705,0.19376837009826475
0.004641176153673834,0.18474257210498587
0.004788594521855964,0.17613752377008265
