Time,O_ppm
1.2485928558836374e-12,0.740740370310633
1.2487177151692258e-08,0.7407397710808288
1.37346462740056e-07,0.7407337788151671
6.243477952487772e-07,0.7407104070474206
1.738368358326224e-06,0.7406569466438924
3.872089538546502e-06,0.7405545628723637
7.7102842536507e-06,0.7403704278370261
1.448768491808555e-05,0.7400453981328529
2.666625315865347e-05,0.7394616990393679
5.356559081393707e-05,0.7381740906085894
8.046492846922068e-05,0.7368887282679164
0.00010736426612450428,0.7356056083551406
0.00013426360377978788,0.7343247270412847
0.00018506826460645983,0.7319116241874579
0.0002358729254331318,0.7295064679208326
0.00028667758625980377,0.7271092323157562
0.00033748224708647574,0.7247198905322536
0.0003882869079131477,0.7223384160397186
0.0004826655503375171,0.7179351997584816
0.0006335694776552265,0.7109506210533022
0.0007844734049729359,0.7040341294567434
0.0009353773322906452,0.6971850577941838
0.0010862812596083547,0.6904027480326344
0.001237185186926064,0.6836865501038695
0.0013880891142437734,0.6770358199987577
0.0015389930415614828,0.6704499192468736
0.0017860091964315406,0.6598076541424119
0.0020330253513015984,0.6493346665185887
0.0022800415061716563,0.639028261450082
0.002527057661041714,0.6288857874144621
0.002986596859110825,0.6104443848866061
0.0034461360571799355,0.5925449161779093
0.0039056752552490462,0.5751714465152324
0.0043652144533181565,0.5583085096637614
0.004824753651387267,0.5419410936582248
0.005284292849456378,0.5260546281898223
0.005743832047525489,0.5106349720931516
0.006203371245594599,0.4956684006932189
0.0068320501960636715,0.4759029364258918
0.0074607291465327435,0.45692766142536884
0.008089408097001816,0.4387109720828405
0.008718087047470888,0.4212225278757
0.00934676599793996,0.4044332002815399
0.009975444948409032,0.3883150270522875
0.010604123898878104,0.3728411669634107
0.0116838453550446,0.34769522056183827
0.012763566811211095,0.32425071573249015
0.013843288267377591,0.30239248731516855
0.014923009723544087,0.28201316725596043
0.016002731179710582,0.2630126604025401
0.017082452635877078,0.24529765301978643
0.018162174092043574,0.22878115096014065
0.01924189554821007,0.21338204938153602
0.020321617004376565,0.19902473379149505
