Time,O_ppm
3.6650132630646585e-13,1.3468053871463046
3.6653797643909652e-09,1.346804675076162
4.031551239503755e-08,1.34679755439984
1.966546483415585e-07,1.3467671800358312
5.647445439011478e-07,1.3466956683416311
1.2769082243651925e-06,1.3465573214844395
2.562385700507224e-06,1.3463076370502427
4.832163750727723e-06,1.3458668802014773
8.879036285477353e-06,1.3450813961853645
1.7091978642516627e-05,1.3434887012132455
2.53049209995559e-05,1.341897892345004
3.351786335659517e-05,1.3403089675096658
4.1730805713634444e-05,1.3387219245301345
5.918787466492857e-05,1.3353548156339852
7.664494361622268e-05,1.3319961783706213
9.41020125675168e-05,1.3286459919068787
0.00011155908151881091,1.3253042344046089
0.00012901615047010504,1.3219708842031985
0.000166633118581628,1.3148165675871704
0.00021989911065446955,1.3047521836958185
0.00027316510272731105,1.2947648582758569
0.00032643109480015256,1.2848539989229437
0.00037969708687299406,1.2750190201825409
0.00043296307894583557,1.2652593422107261
0.0004862290710186771,1.2555743892177438
0.0005394950630915186,1.2459635891705456
0.00063921827424412,1.2281678992018834
0.0007389414853967214,1.2106264457498337
0.0008386646965493228,1.193335596000438
0.0009383879077019242,1.1762917696956021
0.0011310127252111323,1.1440563582651118
0.0013236375427203404,1.1127045755009524
0.0015162623602295484,1.0822122018254596
0.0017088871777387565,1.0525556805201899
0.0019015119952479646,1.0237120990159783
0.0020941368127571727,0.9956591724224324
0.0022867616302663808,0.9683752270598556
0.002479386447775589,0.9418391836970617
0.0028215378893563015,0.896485095766986
0.0030444797557497546,0.8681151690474261
0.0032674216221432076,0.8406433614103035
0.0034903634885366606,0.8140412343904432
0.0037133053549301136,0.7882812512836305
0.003936247221323567,0.7633367529395977
0.004159189087717019,0.7391819260926215
0.004382130954110472,0.7157917726199672
0.004747548521749566,0.679044307823174
0.005112966089388661,0.6441842469433346
0.005478383657027755,0.6111146445584477
0.005843801224666849,0.5797435359627666
0.006209218792305944,0.5499836854074127
0.006574636359945038,0.5217523397347953
0.006940053927584133,0.4949709939635719
0.007305471495223227,0.4695651730901244
0.007670889062862321,0.4454642273207459
0.008036306630501417,0.4226011366039099
0.008401724198140512,0.40091232352810935
0.008767141765779607,0.3803374757296757
0.009132559333418703,0.36081937822209376
0.009497976901057798,0.34230375471644475
0.009863394468696893,0.3247391168402445
0.010228812036335988,0.30807662080197823
0.010594229603975084,0.29226993142147806
