Time,OH_ppm,Relative_Uncertainty,W
2.2204460492503102e-14,1.37455499415914e-18,0.25,1e-10
2.22066809385524e-10,1.37482721219432e-10,0.25,1e-10
2.4425128586358398e-09,1.06824065199396e-08,0.25,1e-10
4.66295890788615e-09,3.34608359979337e-08,0.25,1e-10
6.88340495713646e-09,6.950037919177349e-08,0.25,1e-10
9.10385100638678e-09,1.1914936394683301e-07,0.25,1e-10
1.3524234244748202e-08,2.5898994071718996e-07,0.25,1e-10
2.161824429797409e-08,6.56755741858576e-07,0.25,1e-10
3.64494775288552e-08,1.86166253682739e-06,0.25,1e-10
5.12807107597363e-08,3.68229435816137e-06,0.25,1e-10
6.61119439906174e-08,6.11793606100063e-06,0.25,1e-10
8.96945883890878e-08,1.12538476438369e-05,0.25,1e-10
1.1327723278755801e-07,1.79349176768201e-05,0.25,1e-10
1.36859877186029e-07,2.61530021017138e-05,0.25,1e-10
1.60442521584499e-07,3.58988393173228e-05,0.25,1e-10
2.0476319731540399e-07,5.83133193222927e-05,0.25,1e-10
2.49083873046309e-07,8.601957199912122e-05,0.25,1e-10
2.93404548777214e-07,0.000118944434578,0.25,1e-10
3.37725224508118e-07,0.00015701045178100002,0.25,1e-10
3.8204590023902297e-07,0.000200136781307,0.25,1e-10
4.26366575969928e-07,0.000248240005142,0.25,1e-10
5.02598404071711e-07,0.000342371250577,0.25,1e-10
5.78830232173494e-07,0.0004505315094430001,0.25,1e-10
6.55062060275278e-07,0.000572274523155,0.25,1e-10
7.312938883770609e-07,0.0007071539292529999,0.25,1e-10
8.07525716478844e-07,0.0008547291620689999,0.25,1e-10
8.837575445806271e-07,0.0010145699360739999,0.25,1e-10
9.5998937268241e-07,0.0011862589772620002,0.25,1e-10
1.03622120078419e-06,0.001369393796173,0.25,1e-10
1.11245302888598e-06,0.001563588109371,0.25,1e-10
1.23897841393639e-06,0.0019093273230179999,0.25,1e-10
1.36550379898681e-06,0.002282948762924,0.25,1e-10
1.49202918403723e-06,0.0026830179451870005,0.25,1e-10
1.61855456908765e-06,0.003108242280249,0.25,1e-10
1.74507995413807e-06,0.003557466472796,0.25,1e-10
1.87160533918848e-06,0.004029664167928,0.25,1e-10
1.9981307242389e-06,0.004523929264372,0.25,1e-10
2.12465610928932e-06,0.00503946787837,0.25,1e-10
2.25118149433974e-06,0.005575589928856,0.25,1e-10
2.45927975972206e-06,0.0065005878407010005,0.25,1e-10
2.66737802510439e-06,0.007477524357016999,0.25,1e-10
