A_1,n_1,,A_1,Ea_1,,n_1,Ea_1,,A_1,A_0,,n_1,A_0,,Ea_1,A_0
,,,,,,,,,32.6251854010172,20.9032582322357,,0.608289172304148,20.9361812834797,,10873.5544423104,20.9930907322337
,,,,,,,,,32.7010499821266,20.886273830156,,0.973437792811061,20.9412370528683,,12006.5744807239,20.9921981119933
,,,,,,,,,32.1805057939359,20.8633448873484,,1.26134733518609,20.9309658068834,,13261.4588143279,20.9862141605449
,,,,,,,,,31.7205839879102,20.8514558058925,,1.46394784324361,20.9147427243527,,14026.2367433618,20.9794018672158
,,,,,,,,,30.2644921039072,20.8336221837088,,1.57338564103074,20.8951255588757,,14851.0990683722,20.9632619349346
,,,,,,,,,28.8736414502343,20.8183362218371,,1.64398761951916,20.8746623109402,,15398.9585519672,20.9361122111558
,,,,,,,,,27.0830294878843,20.8030502599653,,1.59036363930405,20.8499576784608,,15608.7770775994,20.899650614815
,,,,,,,,,25.4247475254603,20.7894627383016,,1.4820883477681,20.8329311833361,,15359.2201948399,20.8632072104627
,,,,,,,,,23.9603417147605,20.7869150779896,,1.28815256653638,20.8210311676615,,14374.7686276063,20.8276406599608
,,,,,,,,,22.3636059041345,20.7826689774697,,0.946186483480666,20.8202326316235,,12992.721551195,20.7963286091915
,,,,,,,,,21.3715927895057,20.7690814558059,,0.712766042251874,20.8279388091749,,11243.9159307368,20.7709653386927
,,,,,,,,,18.2373578959695,20.7741767764298,,0.47902118067391,20.8458711245686,,9344.84633586124,20.7684972922401
,,,,,,,,,16.7003206978757,20.7826689774697,,0.353930101039254,20.8688994409377,,7020.73527315209,20.7957173583747
,,,,,,,,,14.8250683429028,20.8005025996534,,0.453838051069484,20.904675074579,,5521.80444231036,20.8093407322337
,,,,,,,,,13.8136560659811,20.822582322357,,0.725121050549483,20.9284933930131,,5005.73564441716,20.8458144565669
,,,,,,,,,13.2667844432501,20.8480589254766,,0.98941549500775,20.9275997641339,,5255.92834089064,20.8873443409302
,,,,,,,,,13.1899960925077,20.8667417677643,,1.2930053542594,20.9130651891034,,5474.01244480526,20.9170069847336
,,,,,,,,,13.3103170872049,20.8905199306759,,1.48030403584766,20.8891749414689,,6243.02913193276,20.9441045581451
,,,,,,,,,14.1630719296602,20.9151473136915,,1.49644394821894,20.8704245838133,,7165.06498623844,20.9703483208918
,,,,,,,,,15.6816337350942,20.9406239168111,,1.45833807470585,20.8465696912095,,8208.75319782983,20.9898052590935
,,,,,,,,,17.4033093885822,20.9601559792028,,1.18673065487668,20.8329775106177,,9373.98779775459,21.0016276260816
,,,,,,,,,19.1962307750147,20.9711958405546,,0.938035422207737,20.8321643449118,,10722.972561036,21.0134427162743
,,,,,,,,,22.1194997786165,20.9864818024263,,0.665562881447442,20.8458418652329,,12070.4737589846,21.0133893531077
,,,,,,,,,24.4495932066336,20.9898786828423,,0.540715117074664,20.8612005782202,,13417.3391432192,21.0082495099301
,,,,,,,,,26.7139835195042,20.9915771230503,,0.609667958788127,20.8927201976498,,14426.799383205,20.9988842742015
,,,,,,,,,28.7808026021187,20.9890294627383,,0.72560768107324,20.9131541862496,,15221.4605567986,20.9861365413936
,,,,,,,,,29.9166928370859,20.9830849220104,,0.989739915356922,20.9173736262916,,15770.4856988694,20.9683120309685
,,,,,,,,,31.8553388831228,20.9711958405546,,1.24677545450248,20.9002898316344,,16379.701205869,20.9420076282597
,,,,,,,,,32.5289978879819,20.9576083188908,,1.36401285818428,20.8798192688649,,16499.1282151555,20.9174181236758
,,,,,,,,,33.814769745902,20.9210918544194,,1.31805330871834,20.8585221298607,,16403.3322822407,20.8860551353385
,,,,,,,,,34.1626844839275,20.8939168110919,,1.08528170818789,20.8457760317275,,16001.3920460171,20.8555520216621
,,,,,,,,,33.6426021805533,20.8701386481802,,0.797453270900147,20.8534907432518,,15353.8157782706,20.8199721303685
,,,,,,,,,32.7912329925474,20.8429636048527,,0.641515223065115,20.8688543327951,,14370.5298695127,20.7937307932202
,,,,,,,,,31.3351411085445,20.825129982669,,0.788518193783386,20.8901356229925,,13112.3604983862,20.7734345979447
,,,,,,,,,29.3488054552043,20.8022010398613,,0.959379577680302,20.8943696927023,,11609.6147852603,20.7565390917371
,,,,,,,,,27.5568078384048,20.7894627383016,,1.15404530469767,20.8832608982317,,10598.1411351801,20.7497971407639
,,,,,,,,,25.2979601433322,20.7775736568458,,1.11561501083541,20.8696321434703,,8453.96535354335,20.7464910500366
,,,,,,,,,23.2366836785157,20.7699306759099,,0.936954021043832,20.8662514710529,,6833.17022751124,20.7652057551037
,,,,,,,,,14.0375547307775,20.7784228769497,,0.820041037711203,20.8764958959801,,6008.62580935786,20.7838889273904
,,,,,,,,,12.2932467212812,20.8005025996534,,,,,3913.19574579728,20.9255463041799
,,,,,,,,,11.3419949417081,20.8344714038128,,,,,5174.65015444627,20.9721226461794
,,,,,,,,,11.5146243918734,20.884575389948,,,,,6526.07220363147,21.0034359097479
,,,,,,,,,12.2304303862377,20.9159965337955,,,,,8980.94895352751,21.0423352325604
,,,,,,,,,13.4810989981042,20.944020797227,,,,,11585.5598330792,21.0541005979843
,,,,,,,,,15.6668534209663,20.9677989601386,,,,,12718.7918093975,21.0549034710809
,,,,,,,,,17.7230491528014,20.9847833622184,,,,,13943.26305368,21.0506162257688
,,,,,,,,,20.2460949629096,21.0009185441941,,,,,15595.5309585569,21.0386822812506
,,,,,,,,,22.2412064277632,21.007712305026,,,,,16878.6030334832,21.0131989436271
,,,,,,,,,24.2381654318827,21.0111091854419,,,,,17823.7401193988,20.9792514801101
,,,,,,,,,26.2365100904517,21.0119584055459,,,,,18369.5861928994,20.9359945696295
,,,,,,,,,27.8355553251601,21.0119584055459,,,,,18365.6653416629,20.9046279428945
,,,,,,,,,29.9690012925541,21.009410745234,,,,,17838.3638348217,20.8512405203651
,,,,,,,,,32.1764643017915,20.9932755632582,,,,,16853.276453874,20.8105874898521
,,,,,,,,,33.6514934632708,20.9762911611785,,,,,15255.2646525949,20.7665677286498
,,,,,,,,,34.7943119704855,20.9576083188908,,,,,13751.1413430885,20.7386515157515
,,,,,,,,,35.5369072842066,20.9397746967071,,,,,12125.8955210582,20.7217608607409
,,,,,,,,,35.9477538284796,20.9193934142114,,,,,10072.2172247193,20.7074304249253
,,,,,,,,,36.0277753729375,20.8947660311958,,,,,8541.07183236639,20.7083388115557
,,,,,,,,,35.6390992998563,20.8743847487002,,,,,6857.64905550165,20.7160352355306
,,,,,,,,,35.0514663420695,20.8523050259965,,,,,5603.61247351643,20.7288011603271
,,,,,,,,,33.7304757668916,20.8310745233969,,,,,4687.61684949409,20.7508789576857
,,,,,,,,,31.946792076789,20.8030502599653,,,,,3682.6073055066,20.7958495534919
,,,,,,,,,29.0966163453977,20.7758752166378,,,,,3261.06281310021,20.8535133061402
,,,,,,,,,26.641121189702,20.7580415944541,,,,,3696.17133140605,20.9043611270618
,,,,,,,,,24.1796215313918,20.7512478336222,,,,,,
,,,,,,,,,21.5150080250277,20.7503986135182,,,,,,
,,,,,,,,,17.7811311684758,20.7554939341421,,,,,,
,,,,,,,,,15.8438707768884,20.764835355286,,,,,,
,,,,,,,,,7.26528408011222,20.8574003466205,,,,,,
,,,,,,,,,7.58317630506544,20.885424610052,,,,,,
,,,,,,,,,8.36699483865878,20.9142980935875,,,,,,
,,,,,,,,,9.41732091137018,20.943171577123,,,,,,
,,,,,,,,,10.7378496017316,20.9652512998267,,,,,,
,,,,,,,,,12.4558301766877,20.9915771230503,,,,,,
,,,,,,,,,14.6443559084488,21.010259965338,,,,,,
,,,,,,,,,16.7671785250634,21.0272443674177,,,,,,
,,,,,,,,,19.4262494136296,21.0382842287695,,,,,,
,,,,,,,,,21.8859015326738,21.0484748700173,,,,,,
,,,,,,,,,24.4815787301759,21.0535701906412,,,,,,
,,,,,,,,,26.1458651952144,21.0561178509532,,,,,,
,,,,,,,,,28.6781487016525,21.0552686308492,,,,,,
,,,,,,,,,30.4803077844149,21.0493240901213,,,,,,
,,,,,,,,,32.8834944846424,21.0408318890815,,,,,,
,,,,,,,,,34.2882016828102,21.0306412478336,,,,,,
,,,,,,,,,36.4285759224517,21.0153552859619,,,,,,
,,,,,,,,,38.2395108167275,20.9932755632582,,,,,,
,,,,,,,,,39.2527706329151,20.9677989601386,,,,,,
,,,,,,,,,39.8005660252791,20.9406239168111,,,,,,
,,,,,,,,,40.0143032241125,20.9151473136915,,,,,,
,,,,,,,,,39.6367123866273,20.8743847487002,,,,,,
,,,,,,,,,38.8510463137679,20.8489081455806,,,,,,
,,,,,,,,,37.532827047489,20.822582322357,,,,,,
,,,,,,,,,35.8837827813949,20.7920103986135,,,,,,
,,,,,,,,,34.0279295887149,20.7741767764298,,,,,,
,,,,,,,,,32.1730001656678,20.7546447140381,,,,,,
,,,,,,,,,30.5808832032068,20.7419064124783,,,,,,
,,,,,,,,,28.2567942778042,20.7274696707106,,,,,,
,,,,,,,,,25.597723389238,20.7164298093588,,,,,,
,,,,,,,,,23.668315039531,20.7113344887348,,,,,,
,,,,,,,,,20.4725339941967,20.7070883882149,,,,,,
,,,,,,,,,17.472014755036,20.7113344887348,,,,,,
,,,,,,,,,14.7370792853603,20.7172790294627,,,,,,
,,,,,,,,,12.3972862761968,20.7317157712305,,,,,,
,,,,,,,,,10.858401538837,20.7436048526863,,,,,,
,,,,,,,,,9.04700475974469,20.7665337954939,,,,,,
,,,,,,,,,7.69691544112753,20.7988041594454,,,,,,
,,,,,,,,,7.28237381832256,20.825979202773,,,,,,
,,,,,,,,,7.20697112202963,20.8421143847487,,,,,,
