Time,H_ppm
8.61E-13,0.722282412
8.61E-09,0.722275709
9.47E-08,0.722208686
2.30E-07,0.722103656
4.61E-07,0.72192368
8.59E-07,0.721613568
1.55E-06,0.721076063
2.77E-06,0.7201306
5.11E-06,0.718313594
9.35E-06,0.715038936
1.36E-05,0.711779489
1.78E-05,0.708535187
2.21E-05,0.705305964
2.65E-05,0.701924465
3.10E-05,0.698559515
3.54E-05,0.69521103
4.46E-05,0.688402061
5.37E-05,0.681661191
6.29E-05,0.674987756
7.20E-05,0.668381103
8.11E-05,0.661840586
9.03E-05,0.655365562
0.000104343,0.645522772
0.000118412,0.635831439
0.000132481,0.626289295
0.000158891,0.608771624
0.000185302,0.591757397
0.000211713,0.575232494
0.000238124,0.559183196
0.000264534,0.543596165
0.000290945,0.528458415
0.000317356,0.5137573
0.000343766,0.499480505
0.00038705,0.476968757
0.000430334,0.455513767
0.000473618,0.435066903
0.000516902,0.415581683
0.000560186,0.397013681
0.00060347,0.379320447
0.000646754,0.362461429
0.000690038,0.346397893
0.000733322,0.331092849
0.00080737,0.306568048
0.000856115,0.291498346
0.00090486,0.277229546
0.000953605,0.263719541
0.00100235,0.25092839
0.001051095,0.238818234
0.00109984,0.227353172
0.001148585,0.216499154
0.001221781,0.201278018
0.001294977,0.18725996
0.001368173,0.174350556
0.001441368,0.162462691
0.001514564,0.151516021
