Time,H_ppm
2.11E-13,0.91075592
2.11E-09,0.91074825
2.32E-08,0.91067156
4.44E-08,0.91059488
9.14E-08,0.9104242
1.78E-07,0.91010856
3.33E-07,0.90954672
6.08E-07,0.90855161
1.13E-06,0.90667262
2.29E-06,0.90247807
3.45E-06,0.89830292
4.62E-06,0.89414709
5.78E-06,0.89001049
6.85E-06,0.88623914
7.91E-06,0.8824838
8.98E-06,0.87874438
1.12E-05,0.87096915
1.34E-05,0.86326278
1.57E-05,0.85562466
1.79E-05,0.84805422
2.01E-05,0.84055085
2.35E-05,0.82928571
2.69E-05,0.81817183
3.03E-05,0.80720722
3.37E-05,0.79638991
4.13E-05,0.7725318
4.60E-05,0.75829405
5.06E-05,0.74431963
5.53E-05,0.73060377
6.00E-05,0.71714176
6.85E-05,0.69331011
7.69E-05,0.67027464
8.54E-05,0.64800914
9.39E-05,0.62648822
0.0001024,0.60568732
0.00011088,0.58558265
0.00011937,0.5661512
0.00012785,0.5473707
0.00015092,0.49942631
0.0001676,0.46743381
0.00018428,0.43751823
0.00020096,0.40954596
0.00021764,0.38339179
0.00023432,0.35893849
0.00025099,0.33607625
0.00026767,0.31470226
0.00028435,0.29472026
0.00030103,0.27604013
0.00031771,0.25857753
0.00033439,0.24225351
0.00035107,0.2269942
0.00036775,0.21273047
0.00038442,0.19939763
0.0004011,0.18693518
